product_id,name,category,brand,price,rating,description,subcategory,num_reviews,stock,discount_percent,tags
P01179,Adidas Smart Hoodie,Clothing,Adidas,1460.0,3.6,Step out in style with Adidas Smart Hoodie. Made with premium quality fabric by Adidas. This mid-range product offers great value for money.,Hoodie,476,410,0,Clothing|Adidas|Hoodie
P01180,Samsung Smartphone Ultra 128GB,Electronics,Samsung,3120.0,4.1,Samsung Smartphone Ultra 128GB - Perfect blend of style and performance. High-quality build with premium features. This mid-range product offers great value for money.,Smartphone,989,72,0,Electronics|Samsung|Smartphone
P01181,The Art of Elite Living,Books,Cambridge,550.0,3.6,Dive into The Art of Elite Living. An enriching read published by Cambridge. This budget-friendly product offers great value for money.,Fiction,570,281,0,Books|Cambridge|Fiction
P01182,Zara Elite Shorts,Clothing,Zara,1990.0,4.0,Step out in style with Zara Elite Shorts. Made with premium quality fabric by Zara. This mid-range product offers great value for money.,T-Shirt,1427,248,30,Clothing|Zara|T-Shirt
P01183,Puma Pro Fitness Band,Sports,Puma,340.0,3.9,Elevate your game with Puma Pro Fitness Band by Puma. Professional grade quality. This budget-friendly product offers great value for money.,Fitness Band,1235,46,0,Sports|Puma|Fitness Band
P01184,Hot Wheels Classic Board Game,Toys,Hot Wheels,4960.0,3.0,Hot Wheels Classic Board Game - Fun for all ages. Quality entertainment by Hot Wheels. This mid-range product offers great value for money.,Board Game,429,120,0,Toys|Hot Wheels|Board Game
P01185,The Body Shop Deluxe Makeup Kit,Beauty,The Body Shop,420.0,4.0,The Body Shop Deluxe Makeup Kit - Your secret to radiant skin. Premium formulation by The Body Shop. This budget-friendly product offers great value for money.,Makeup Kit,1969,213,0,Beauty|The Body Shop|Makeup Kit
P01186,Hot Wheels Silver Outdoor Play Set,Toys,Hot Wheels,1130.0,3.1,Hot Wheels Silver Outdoor Play Set - Fun for all ages. Quality entertainment by Hot Wheels. This mid-range product offers great value for money.,Remote Control Car,297,238,0,Toys|Hot Wheels|Remote Control Car
P01187,Complete Gold Reference,Books,Oxford,560.0,4.4,Complete Gold Reference - A must-read for every book lover. Thought-provoking content. This budget-friendly product offers great value for money.,Fiction,785,55,0,Books|Oxford|Fiction
P01188,Hasbro Ultra Building Blocks Set,Toys,Hasbro,2650.0,4.6,Create happy memories with Hasbro Ultra Building Blocks Set. Trusted toy from Hasbro. This mid-range product offers great value for money.,Building Blocks,1928,349,5,Toys|Hasbro|Building Blocks
P01189,Bosch Lite Washing Machine 16kg,Home & Kitchen,Bosch,38980.0,3.7,Bring home Bosch Lite Washing Machine 16kg by Bosch. Built for modern households. This premium product offers great value for money.,Washing Machine,881,106,0,Home & Kitchen|Bosch|Washing Machine
P01190,Classic Self Help Guide,Books,HarperCollins,450.0,5.0,Dive into Classic Self Help Guide. An enriching read published by HarperCollins. This budget-friendly product offers great value for money.,Self Help,2329,318,0,Books|HarperCollins|Self Help
P01191,Learn Lite in 30 Days,Books,Penguin,460.0,4.7,Dive into Learn Lite in 30 Days. An enriching read published by Penguin. This budget-friendly product offers great value for money.,Fiction,1329,47,0,Books|Penguin|Fiction
P01192,OnePlus Camera Elite 8MP,Electronics,OnePlus,1870.0,4.0,OnePlus Camera Elite 8MP - Perfect blend of style and performance. High-quality build with premium features. This mid-range product offers great value for money.,Camera,1880,60,0,Electronics|OnePlus|Camera
P01193,Apple Gaming Console Plus,Electronics,Apple,77370.0,3.6,Apple Gaming Console Plus - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,Smartphone,185,336,0,Electronics|Apple|Smartphone
P01194,Nestle Basic Cooking Oil 750L,Grocery,Nestle,500.0,4.5,Nestle Basic Cooking Oil 750L - Goodness in every bite. Premium selection from Nestle. This budget-friendly product offers great value for money.,Cooking Oil,804,25,0,Grocery|Nestle|Cooking Oil
P01195,Sony Power Bank 1000mAh,Electronics,Sony,2760.0,5.0,Upgrade your tech life with Sony Power Bank 1000mAh by Sony. Engineered for excellence. This mid-range product offers great value for money.,Power Bank,1472,291,15,Electronics|Sony|Power Bank
P01196,Peter England Max Sneakers,Clothing,Peter England,1600.0,4.1,Peter England Max Sneakers - Comfort meets fashion. Perfect for any occasion. This mid-range product offers great value for money.,Sneakers,1919,256,0,Clothing|Peter England|Sneakers
P01197,Britannia Neo Rice 1000kg,Grocery,Britannia,30.0,5.0,Healthy living starts with Britannia Neo Rice 1000kg. Fresh quality from Britannia. This budget-friendly product offers great value for money.,Rice,2255,7,30,Grocery|Britannia|Rice
P01198,Nivea Eco Shampoo 32ml,Beauty,Nivea,4250.0,3.5,Discover the magic of Nivea Eco Shampoo 32ml. Trusted skincare from Nivea. This mid-range product offers great value for money.,Lipstick,479,112,0,Beauty|Nivea|Lipstick
P01199,Xiaomi Wireless Earbuds Elite,Electronics,Xiaomi,21940.0,4.3,Upgrade your tech life with Xiaomi Wireless Earbuds Elite by Xiaomi. Engineered for excellence. This premium product offers great value for money.,Smartphone,1129,354,0,Electronics|Xiaomi|Smartphone
P01200,Amul Plus Cereal 65g,Grocery,Amul,1450.0,3.8,Pure and natural Amul Plus Cereal 65g by Amul. Quality you can trust. This mid-range product offers great value for money.,Cereal,1293,252,0,Grocery|Amul|Cereal
P01201,Lego Max Musical Toy,Toys,Lego,1020.0,3.2,Lego Max Musical Toy - Fun for all ages. Quality entertainment by Lego. This mid-range product offers great value for money.,Musical Toy,1151,179,0,Toys|Lego|Musical Toy
P01202,Peter England Elite Sneakers,Clothing,Peter England,1490.0,3.5,"Express yourself with Peter England Elite Sneakers from Peter England. Trendy design, lasting comfort. This mid-range product offers great value for money.",Sneakers,881,206,0,Clothing|Peter England|Sneakers
P01203,Complete Lite Reference,Books,HarperCollins,120.0,4.6,Expand your horizons with Complete Lite Reference. Available from HarperCollins publications. This budget-friendly product offers great value for money.,Fiction,1590,302,0,Books|HarperCollins|Fiction
P01204,Prestige Max Vacuum Cleaner,Home & Kitchen,Prestige,690.0,3.7,Transform your kitchen with Prestige Max Vacuum Cleaner. Reliable performance by Prestige. This budget-friendly product offers great value for money.,Vacuum Cleaner,1315,126,0,Home & Kitchen|Prestige|Vacuum Cleaner
P01205,Max Mystery Thriller,Books,Pearson,1010.0,3.4,Expand your horizons with Max Mystery Thriller. Available from Pearson publications. This mid-range product offers great value for money.,Fiction,1282,55,0,Books|Pearson|Fiction
P01206,Mattel Elite Outdoor Play Set,Toys,Mattel,350.0,4.8,Mattel Elite Outdoor Play Set - Fun for all ages. Quality entertainment by Mattel. This budget-friendly product offers great value for money.,Remote Control Car,1785,213,0,Toys|Mattel|Remote Control Car
P01207,Ultra Self Help Guide,Books,Cambridge,230.0,4.5,Dive into Ultra Self Help Guide. An enriching read published by Cambridge. This budget-friendly product offers great value for money.,Self Help,1157,13,0,Books|Cambridge|Self Help
P01208,Wilson Plus Badminton Racket,Sports,Wilson,3630.0,3.6,Train like a pro with Wilson Plus Badminton Racket. Premium sports gear from Wilson. This mid-range product offers great value for money.,Running Shoes,839,473,0,Sports|Wilson|Running Shoes
P01209,Advanced Self Help Guide,Books,Scholastic,290.0,5.0,Advanced Self Help Guide - A must-read for every book lover. Thought-provoking content. This budget-friendly product offers great value for money.,Self Help,1022,27,0,Books|Scholastic|Self Help
P01210,Peter England Silver Polo Shirt,Clothing,Peter England,3380.0,3.8,Step out in style with Peter England Silver Polo Shirt. Made with premium quality fabric by Peter England. This mid-range product offers great value for money.,Polo Shirt,1618,470,25,Clothing|Peter England|Polo Shirt
P01211,Mattel Premium Puzzle 50 Pieces,Toys,Mattel,770.0,4.1,Mattel Premium Puzzle 50 Pieces - Fun for all ages. Quality entertainment by Mattel. This budget-friendly product offers great value for money.,Remote Control Car,693,77,0,Toys|Mattel|Remote Control Car
P01212,The Body Shop Silver Sunscreen SPF50,Beauty,The Body Shop,760.0,3.8,Discover the magic of The Body Shop Silver Sunscreen SPF50. Trusted skincare from The Body Shop. This budget-friendly product offers great value for money.,Sunscreen,1361,215,0,Beauty|The Body Shop|Sunscreen
P01213,Puma Gold Polo Shirt,Clothing,Puma,1080.0,3.2,Step out in style with Puma Gold Polo Shirt. Made with premium quality fabric by Puma. This mid-range product offers great value for money.,Polo Shirt,944,385,5,Clothing|Puma|Polo Shirt
P01214,LG Max Air Fryer,Home & Kitchen,LG,920.0,3.7,LG Max Air Fryer - Making your daily chores effortless. Energy efficient and durable. This budget-friendly product offers great value for money.,Air Fryer,663,364,0,Home & Kitchen|LG|Air Fryer
P01215,Stories of Gold Adventures,Books,Pearson,360.0,3.8,Stories of Gold Adventures - A must-read for every book lover. Thought-provoking content. This budget-friendly product offers great value for money.,Fiction,1778,153,0,Books|Pearson|Fiction
P01216,Levis Smart Polo Shirt,Clothing,Levis,450.0,2.6,"Express yourself with Levis Smart Polo Shirt from Levis. Trendy design, lasting comfort. This budget-friendly product offers great value for money.",Polo Shirt,971,13,0,Clothing|Levis|Polo Shirt
P01217,Learn Premium in 30 Days,Books,HarperCollins,490.0,4.0,Dive into Learn Premium in 30 Days. An enriching read published by HarperCollins. This budget-friendly product offers great value for money.,Fiction,289,186,30,Books|HarperCollins|Fiction
P01218,Bosch Pro Water Purifier,Home & Kitchen,Bosch,4450.0,4.4,Transform your kitchen with Bosch Pro Water Purifier. Reliable performance by Bosch. This mid-range product offers great value for money.,Water Purifier,871,311,25,Home & Kitchen|Bosch|Water Purifier
P01219,Prestige Essential Mixer Grinder,Home & Kitchen,Prestige,940.0,3.1,Prestige Essential Mixer Grinder - Making your daily chores effortless. Energy efficient and durable. This budget-friendly product offers great value for money.,Mixer Grinder,1123,370,0,Home & Kitchen|Prestige|Mixer Grinder
P01220,MTR Deluxe Cereal 50g,Grocery,MTR,40.0,4.3,MTR Deluxe Cereal 50g - Goodness in every bite. Premium selection from MTR. This budget-friendly product offers great value for money.,Cereal,1659,6,0,Grocery|MTR|Cereal
P01221,Wilson Neo Yoga Mat,Sports,Wilson,2210.0,4.6,Train like a pro with Wilson Neo Yoga Mat. Premium sports gear from Wilson. This mid-range product offers great value for money.,Yoga Mat,1790,2,0,Sports|Wilson|Yoga Mat
P01222,Adidas Basic Yoga Mat,Sports,Adidas,1910.0,1.8,Elevate your game with Adidas Basic Yoga Mat by Adidas. Professional grade quality. This mid-range product offers great value for money.,Yoga Mat,485,110,0,Sports|Adidas|Yoga Mat
P01223,LG Smartphone Essential 128GB,Electronics,LG,7160.0,3.7,Experience cutting-edge technology with LG Smartphone Essential 128GB. Features latest innovations from LG. This premium product offers great value for money.,Smartphone,1544,406,0,Electronics|LG|Smartphone
P01224,Nerf Smart Remote Control Car,Toys,Nerf,1220.0,5.0,Nerf Smart Remote Control Car - Fun for all ages. Quality entertainment by Nerf. This mid-range product offers great value for money.,Remote Control Car,873,237,0,Toys|Nerf|Remote Control Car
P01225,Zara Lite Sneakers,Clothing,Zara,4840.0,4.0,"Express yourself with Zara Lite Sneakers from Zara. Trendy design, lasting comfort. This mid-range product offers great value for money.",Sneakers,1214,362,0,Clothing|Zara|Sneakers
P01226,Nike Max Sneakers,Clothing,Nike,1310.0,2.5,"Express yourself with Nike Max Sneakers from Nike. Trendy design, lasting comfort. This mid-range product offers great value for money.",Sneakers,200,238,0,Clothing|Nike|Sneakers
P01227,Wilson Elite Running Shoes,Sports,Wilson,2660.0,2.9,Elevate your game with Wilson Elite Running Shoes by Wilson. Professional grade quality. This mid-range product offers great value for money.,Running Shoes,403,492,0,Sports|Wilson|Running Shoes
P01228,Britannia Lite Cereal 8g,Grocery,Britannia,200.0,4.0,Healthy living starts with Britannia Lite Cereal 8g. Fresh quality from Britannia. This budget-friendly product offers great value for money.,Cereal,1228,273,0,Grocery|Britannia|Cereal
P01229,Stories of Royal Adventures,Books,Penguin,1800.0,4.3,Dive into Stories of Royal Adventures. An enriching read published by Penguin. This mid-range product offers great value for money.,Fiction,1423,293,0,Books|Penguin|Fiction
P01230,Stories of Silver Adventures,Books,Pearson,980.0,3.9,Expand your horizons with Stories of Silver Adventures. Available from Pearson publications. This budget-friendly product offers great value for money.,Fiction,874,226,0,Books|Pearson|Fiction
P01231,Puma Pro Hoodie,Clothing,Puma,13010.0,4.0,Step out in style with Puma Pro Hoodie. Made with premium quality fabric by Puma. This premium product offers great value for money.,Hoodie,1981,370,0,Clothing|Puma|Hoodie
P01232,Pigeon Max Refrigerator 16L,Home & Kitchen,Pigeon,1100.0,3.9,Bring home Pigeon Max Refrigerator 16L by Pigeon. Built for modern households. This mid-range product offers great value for money.,Microwave,400,14,0,Home & Kitchen|Pigeon|Microwave
P01233,Amul Ultra Honey 8g,Grocery,Amul,1870.0,3.4,Pure and natural Amul Ultra Honey 8g by Amul. Quality you can trust. This mid-range product offers great value for money.,Honey,1071,191,0,Grocery|Amul|Honey
P01234,Adidas Eco Jeans,Clothing,Adidas,1530.0,3.9,Step out in style with Adidas Eco Jeans. Made with premium quality fabric by Adidas. This mid-range product offers great value for money.,Jeans,399,472,0,Clothing|Adidas|Jeans
P01235,Bajaj Classic Mixer Grinder,Home & Kitchen,Bajaj,12900.0,2.8,Bring home Bajaj Classic Mixer Grinder by Bajaj. Built for modern households. This premium product offers great value for money.,Mixer Grinder,1217,118,0,Home & Kitchen|Bajaj|Mixer Grinder
P01236,Oppo Wireless Earbuds Smart,Electronics,Oppo,4850.0,3.6,Upgrade your tech life with Oppo Wireless Earbuds Smart by Oppo. Engineered for excellence. This mid-range product offers great value for money.,Smartphone,1115,484,0,Electronics|Oppo|Smartphone
P01237,Nestle Lite Cooking Oil 8L,Grocery,Nestle,120.0,4.2,Nestle Lite Cooking Oil 8L - Goodness in every bite. Premium selection from Nestle. This budget-friendly product offers great value for money.,Cooking Oil,241,27,0,Grocery|Nestle|Cooking Oil
P01238,Smart Mystery Thriller,Books,Oxford,330.0,3.2,Expand your horizons with Smart Mystery Thriller. Available from Oxford publications. This budget-friendly product offers great value for money.,Fiction,455,201,0,Books|Oxford|Fiction
P01239,Sony Power Bank 1000mAh,Electronics,Sony,45500.0,3.6,Experience cutting-edge technology with Sony Power Bank 1000mAh. Features latest innovations from Sony. This premium product offers great value for money.,Power Bank,1019,38,0,Electronics|Sony|Power Bank
